From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
hsa:841	Q14790	reviewed	CASP8_HUMAN	Caspase-8 (CASP-8) (EC 3.4.22.61) (Apoptotic cysteine protease) (Apoptotic protease Mch-5) (CAP4) (FADD-homologous ICE/ced-3-like protease) (FADD-like ICE) (FLICE) (ICE-like apoptotic protease 5) (MORT1-associated ced-3 homolog) (MACH) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10]	CASP8 MCH5	Homo sapiens (Human)	479
hsa:9641	Q14164	reviewed	IKKE_HUMAN	Inhibitor of nuclear factor kappa-B kinase subunit epsilon (I-kappa-B kinase epsilon) (IKK-E) (IKK-epsilon) (IkBKE) (EC 2.7.11.10) (Inducible I kappa-B kinase) (IKK-i)	IKBKE IKKE IKKI KIAA0151	Homo sapiens (Human)	716
cje:Cj1311	Q0P8U6	reviewed	PSEF_CAMJE	Pseudaminic acid cytidylyltransferase (EC 2.7.7.81) (Pseudaminic acid biosynthesis protein F)	pseF Cj1311	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	232
hsa:64581	Q9BXN2	reviewed	CLC7A_HUMAN	C-type lectin domain family 7 member A (Beta-glucan receptor) (C-type lectin superfamily member 12) (Dendritic cell-associated C-type lectin 1) (DC-associated C-type lectin 1) (Dectin-1) (CD antigen CD369)	CLEC7A BGR CLECSF12 DECTIN1 UNQ539/PRO1082	Homo sapiens (Human)	247
hsa:64581	Q68D78	unreviewed	Q68D78_HUMAN	C-type lectin domain containing 7A (C-type lectin domain family 7 member A isoform 2) (Uncharacterized protein DKFZp686L24211) (cDNA FLJ59887, moderately similar to Homo sapiens C-type lectin domain family 7, member A (CLEC7A), transcript variant 4, mRNA)	CLEC7A DKFZp686L24211	Homo sapiens (Human)	136
hsa:3845	P01116	reviewed	RASK_HUMAN	GTPase KRas (EC 3.6.5.2) (K-Ras 2) (Ki-Ras) (c-K-ras) (c-Ki-ras) [Cleaved into: GTPase KRas, N-terminally processed]	KRAS KRAS2 RASK2	Homo sapiens (Human)	189
hsa:3845	I1SRC5	unreviewed	I1SRC5_HUMAN	UBE2L3/KRAS fusion protein		Homo sapiens (Human)	296
hsa:3845	L7RSL8	unreviewed	L7RSL8_HUMAN	V-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	KRAS	Homo sapiens (Human)	189
hsa:1633	P27707	reviewed	DCK_HUMAN	Deoxycytidine kinase (dCK) (EC 2.7.1.74) (Deoxyadenosine kinase) (EC 2.7.1.76) (Deoxyguanosine kinase) (EC 2.7.1.113)	DCK	Homo sapiens (Human)	260
hsa:1633	F5CTF3	unreviewed	F5CTF3_HUMAN	Deoxynucleoside kinase		Homo sapiens (Human)	260
hsa:126969	Q8N4M1	reviewed	CTL3_HUMAN	Choline transporter-like protein 3 (Solute carrier family 44 member 3)	SLC44A3 CTL3 UNQ558/PRO1115	Homo sapiens (Human)	653
hsa:10898	O95639	reviewed	CPSF4_HUMAN	Cleavage and polyadenylation specificity factor subunit 4 (Cleavage and polyadenylation specificity factor 30 kDa subunit) (CPSF 30 kDa subunit) (NS1 effector domain-binding protein 1) (Neb-1) (No arches homolog)	CPSF4 CPSF30 NAR NEB1	Homo sapiens (Human)	269
hsa:988	Q99459	reviewed	CDC5L_HUMAN	Cell division cycle 5-like protein (Cdc5-like protein) (Pombe cdc5-related protein)	CDC5L KIAA0432 PCDC5RP	Homo sapiens (Human)	802
hsa:6359	Q16663	reviewed	CCL15_HUMAN	C-C motif chemokine 15 (Chemokine CC-2) (HCC-2) (Leukotactin-1) (LKN-1) (MIP-1 delta) (Macrophage inflammatory protein 5) (MIP-5) (Mrp-2b) (NCC-3) (Small-inducible cytokine A15) [Cleaved into: CCL15(22-92); CCL15(25-92); CCL15(29-92)]	CCL15 MIP5 NCC3 SCYA15	Homo sapiens (Human)	113
hsa:6359	A0A0B4J2E2	unreviewed	A0A0B4J2E2_HUMAN	C-C motif chemokine	CCL15-CCL14	Homo sapiens (Human)	113
hsa:3682	P38570	reviewed	ITAE_HUMAN	Integrin alpha-E (HML-1 antigen) (Integrin alpha-IEL) (Mucosal lymphocyte 1 antigen) (CD antigen CD103) [Cleaved into: Integrin alpha-E light chain; Integrin alpha-E heavy chain]	ITGAE	Homo sapiens (Human)	1179
hsa:269	Q16671	reviewed	AMHR2_HUMAN	Anti-Muellerian hormone type-2 receptor (EC 2.7.11.30) (Anti-Muellerian hormone type II receptor) (AMH type II receptor) (MIS type II receptor) (MISRII) (MRII)	AMHR2 AMHR MISR2	Homo sapiens (Human)	573
hsa:7350	P25874	reviewed	UCP1_HUMAN	Mitochondrial brown fat uncoupling protein 1 (UCP 1) (Solute carrier family 25 member 7) (Thermogenin)	UCP1 SLC25A7 UCP	Homo sapiens (Human)	307
hsa:57804	Q9HCU8	reviewed	DPOD4_HUMAN	DNA polymerase delta subunit 4 (DNA polymerase delta subunit p12)	POLD4 POLDS	Homo sapiens (Human)	107
hsa:57804	Q6NSD7	unreviewed	Q6NSD7_HUMAN	Polymerase (DNA-directed), delta 4	POLD4	Homo sapiens (Human)	107
hsa:27115	Q9NP56	reviewed	PDE7B_HUMAN	cAMP-specific 3',5'-cyclic phosphodiesterase 7B (EC 3.1.4.53)	PDE7B	Homo sapiens (Human)	450
hsa:6598	Q12824	reviewed	SNF5_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 (BRG1-associated factor 47) (BAF47) (Integrase interactor 1 protein) (SNF5 homolog) (hSNF5)	SMARCB1 BAF47 INI1 SNF5L1	Homo sapiens (Human)	385
ag:AAD12165	Q9ZHQ3	unreviewed	Q9ZHQ3_STRFR	4-ketoreductase (Hypothetical NDP-hexose 4-ketoreductase TylD)	tylD	Streptomyces fradiae (Streptomyces roseoflavus)	336
hsa:200931	Q86UW1	reviewed	OSTA_HUMAN	Organic solute transporter subunit alpha (OST-alpha) (Solute carrier family 51 subunit alpha)	SLC51A OSTA	Homo sapiens (Human)	340
ag:CAF31433	Q6QVU1	unreviewed	Q6QVU1_MICEC	GntD (Paromamine glycosyltransferase) (Putatative gentamicin glycosyltransferase II) (Putative glycosyltransferase)	gntD genM2 gtmE	Micromonospora echinospora (Micromonospora purpurea)	390
hsa:5590	Q05513	reviewed	KPCZ_HUMAN	Protein kinase C zeta type (EC 2.7.11.13) (nPKC-zeta)	PRKCZ PKC2	Homo sapiens (Human)	592
hsa:83549	Q9HA47	reviewed	UCK1_HUMAN	Uridine-cytidine kinase 1 (UCK 1) (EC 2.7.1.48) (Cytidine monophosphokinase 1) (Uridine monophosphokinase 1)	UCK1 URK1	Homo sapiens (Human)	277
hsa:7923	Q92506	reviewed	DHB8_HUMAN	(3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12) (17-beta-hydroxysteroid dehydrogenase 8) (17-beta-HSD 8) (HSD17B8) (3-ketoacyl-[acyl-carrier-protein] reductase alpha subunit) (KAR alpha subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (Estradiol 17-beta-dehydrogenase 8) (EC 1.1.1.62) (Protein Ke6) (Ke6) (Short chain dehydrogenase/reductase family 30C member 1) (Testosterone 17-beta-dehydrogenase 8) (EC 1.1.1.239)	HSD17B8 FABGL HKE6 RING2 SDR30C1	Homo sapiens (Human)	261
hsa:7923	A0A1U9X7U3	unreviewed	A0A1U9X7U3_HUMAN	HSD17B8		Homo sapiens (Human)	261
hsa:7516	O43543	reviewed	XRCC2_HUMAN	DNA repair protein XRCC2 (X-ray repair cross-complementing protein 2)	XRCC2	Homo sapiens (Human)	280
hsa:7516	A0A384MEK2	unreviewed	A0A384MEK2_HUMAN	Epididymis secretory sperm binding protein		Homo sapiens (Human)	280
hsa:405753	Q1HG44	reviewed	DOXA2_HUMAN	Dual oxidase maturation factor 2 (Dual oxidase activator 2)	DUOXA2	Homo sapiens (Human)	320
hsa:26232	Q9UK22	reviewed	FBX2_HUMAN	F-box only protein 2	FBXO2 FBX2	Homo sapiens (Human)	296
hsa:51412	O94805	reviewed	ACL6B_HUMAN	Actin-like protein 6B (53 kDa BRG1-associated factor B) (Actin-related protein Baf53b) (ArpNalpha) (BRG1-associated factor 53B) (BAF53B)	ACTL6B ACTL6 BAF53B	Homo sapiens (Human)	426
hsa:51119	Q9Y3A5	reviewed	SBDS_HUMAN	Ribosome maturation protein SBDS (Shwachman-Bodian-Diamond syndrome protein)	SBDS CGI-97	Homo sapiens (Human)	250
hsa:51119	A0A0S2Z5I7	unreviewed	A0A0S2Z5I7_HUMAN	Ribosome maturation protein SBDS	SBDS	Homo sapiens (Human)	250
mja:MJ_0050	Q60358	reviewed	MFNA_METJA	L-tyrosine/L-aspartate decarboxylase (TDC/ADC) (EC 4.1.1.11) (EC 4.1.1.25)	mfnA MJ0050	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	396
pfu:PF0082	Q8U4K3	reviewed	WTPC_PYRFU	Molybdate/tungstate import ATP-binding protein WtpC (EC 7.3.2.6)	wtpC PF0082	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	344
hsa:8623	O95671	reviewed	ASML_HUMAN	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein [Includes: dTTP/UTP pyrophosphatase (dTTPase/UTPase) (EC 3.6.1.9) (Nucleoside triphosphate pyrophosphatase) (Nucleotide pyrophosphatase) (Nucleotide PPase); N-acetylserotonin O-methyltransferase-like protein (ASMTL) (EC 2.1.1.-)]	ASMTL	Homo sapiens (Human)	621
hsa:8623	B3KM43	unreviewed	B3KM43_HUMAN	cDNA FLJ10228 fis, clone HEMBB1000119, highly similar to N-acetylserotonin O-methyltransferase-like protein		Homo sapiens (Human)	621
hsa:7515	P18887	reviewed	XRCC1_HUMAN	DNA repair protein XRCC1 (X-ray repair cross-complementing protein 1)	XRCC1	Homo sapiens (Human)	633
hsa:7515	B2RCY5	unreviewed	B2RCY5_HUMAN	cDNA, FLJ96373, highly similar to Homo sapiens X-ray repair complementing defective repair in Chinese hamster cells 1 (XRCC1), mRNA		Homo sapiens (Human)	633
hsa:7515	Q59HH7	unreviewed	Q59HH7_HUMAN	X-ray repair cross complementing protein 1 variant		Homo sapiens (Human)	647
hsa:65243	Q9UJL9	reviewed	ZF69B_HUMAN	Zinc finger protein 69 homolog B (Zinc finger protein 643)	ZFP69B ZNF643	Homo sapiens (Human)	534
hsa:80031	Q8NFY4	reviewed	SEM6D_HUMAN	Semaphorin-6D	SEMA6D KIAA1479	Homo sapiens (Human)	1073
hsa:5739	P43119	reviewed	PI2R_HUMAN	Prostacyclin receptor (Prostaglandin I2 receptor) (PGI receptor) (PGI2 receptor) (Prostanoid IP receptor)	PTGIR PRIPR	Homo sapiens (Human)	386
hsa:57697	Q8IYD8	reviewed	FANCM_HUMAN	Fanconi anemia group M protein (Protein FACM) (EC 3.6.4.13) (ATP-dependent RNA helicase FANCM) (Fanconi anemia-associated polypeptide of 250 kDa) (FAAP250) (Protein Hef ortholog)	FANCM KIAA1596	Homo sapiens (Human)	2048
hsa:7276	P02766	reviewed	TTHY_HUMAN	Transthyretin (ATTR) (Prealbumin) (TBPA)	TTR PALB	Homo sapiens (Human)	147
hsa:7276	E9KL36	unreviewed	E9KL36_HUMAN	Transthyretin	HEL111	Homo sapiens (Human)	147
hsa:3428	Q16666	reviewed	IF16_HUMAN	Gamma-interferon-inducible protein 16 (Ifi-16) (Interferon-inducible myeloid differentiation transcriptional activator)	IFI16 IFNGIP1	Homo sapiens (Human)	785
stm:STM2064	P0A1I1	reviewed	PHSB_SALTY	Thiosulfate reductase electron transfer subunit PhsB (Thiosulfate reductase subunit beta)	phsB STM2064	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	192
hsa:64960	P82914	reviewed	RT15_HUMAN	Small ribosomal subunit protein uS15m (28S ribosomal protein S15, mitochondrial) (MRP-S15) (S15mt)	MRPS15 RPMS15 DC37	Homo sapiens (Human)	257
tko:TK1843	Q5JEK6	reviewed	CYDK_THEKO	Cytidine kinase (EC 2.7.1.213)	TK1843	Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) (Pyrococcus kodakaraensis (strain KOD1))	278
hsa:6249	P30622	reviewed	CLIP1_HUMAN	CAP-Gly domain-containing linker protein 1 (Cytoplasmic linker protein 1) (Cytoplasmic linker protein 170 alpha-2) (CLIP-170) (Reed-Sternberg intermediate filament-associated protein) (Restin)	CLIP1 CYLN1 RSN	Homo sapiens (Human)	1438
hsa:6693	P16150	reviewed	LEUK_HUMAN	Leukosialin (GPL115) (Galactoglycoprotein) (GALGP) (Leukocyte sialoglycoprotein) (Sialophorin) (CD antigen CD43) [Cleaved into: CD43 cytoplasmic tail (CD43-ct) (CD43ct)]	SPN CD43	Homo sapiens (Human)	400
hsa:8360	P62805	reviewed	H4_HUMAN	Histone H4	H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4C16 H4-16 HIST4H4	Homo sapiens (Human)	103
hsa:8360	B2R4R0	unreviewed	B2R4R0_HUMAN	Histone H4	HIST1H4L HIST1H4J	Homo sapiens (Human)	103
hsa:10946	Q12874	reviewed	SF3A3_HUMAN	Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61)	SF3A3 SAP61	Homo sapiens (Human)	501
pic:PICST_64442	A3LZU9	unreviewed	A3LZU9_PICST	L-KDR aldolase	PICST_64442	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	310
hsa:6608	Q99835	reviewed	SMO_HUMAN	Protein smoothened (Protein Gx)	SMO SMOH	Homo sapiens (Human)	787
hsa:29915	Q9Y5Z7	reviewed	HCFC2_HUMAN	Host cell factor 2 (HCF-2) (C2 factor)	HCFC2	Homo sapiens (Human)	792
hsa:8685	Q9UEW3	reviewed	MARCO_HUMAN	Macrophage receptor MARCO (Macrophage receptor with collagenous structure) (Scavenger receptor class A member 2)	MARCO SCARA2	Homo sapiens (Human)	520
hsa:8685	Q4ZG40	unreviewed	Q4ZG40_HUMAN	Macrophage receptor with collagenous structure (Uncharacterized protein MARCO) (cDNA, FLJ93629, Homo sapiens macrophage receptor with collagenous structure(MARCO), mRNA)	MARCO hCG_16205	Homo sapiens (Human)	520
hsa:347468	Q8NG92	reviewed	O13H1_HUMAN	Olfactory receptor 13H1 (Olfactory receptor ORX-1)	OR13H1	Homo sapiens (Human)	308
hsa:347468	A0A126GW70	unreviewed	A0A126GW70_HUMAN	OR13H1 (Olfactory receptor, family 13, subfamily H, member 1)	OR13H1 hCG_1783466	Homo sapiens (Human)	308
hsa:10211	O75955	reviewed	FLOT1_HUMAN	Flotillin-1	FLOT1	Homo sapiens (Human)	427
hsa:10211	Q5ST80	unreviewed	Q5ST80_HUMAN	Flotillin	FLOT1 hCG_2006678	Homo sapiens (Human)	427
hsa:54881	Q9NXF1	reviewed	TEX10_HUMAN	Testis-expressed protein 10	TEX10 L18 Nbla10363	Homo sapiens (Human)	929
hsa:5272	P50453	reviewed	SPB9_HUMAN	Serpin B9 (Cytoplasmic antiproteinase 3) (CAP-3) (CAP3) (Peptidase inhibitor 9) (PI-9)	SERPINB9 PI9	Homo sapiens (Human)	376
hsa:5272	A0A024QZT4	unreviewed	A0A024QZT4_HUMAN	Testicular tissue protein Li 180		Homo sapiens (Human)	376
hsa:10955	Q13530	reviewed	SERC3_HUMAN	Serine incorporator 3 (Tumor differentially expressed protein 1)	SERINC3 DIFF33 TDE1 SBBI99	Homo sapiens (Human)	473
spn:SP_2075	A0A0H2USC5	unreviewed	A0A0H2USC5_STRPN	ABC transporter, ATP-binding/permease protein	SP_2075	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	564
hsa:3633	P32019	reviewed	I5P2_HUMAN	Type II inositol 1,4,5-trisphosphate 5-phosphatase (EC 3.1.3.36) (75 kDa inositol polyphosphate-5-phosphatase) (Phosphoinositide 5-phosphatase) (5PTase)	INPP5B OCRL2	Homo sapiens (Human)	993
hsa:85365	Q9H553	reviewed	ALG2_HUMAN	Alpha-1,3/1,6-mannosyltransferase ALG2 (EC 2.4.1.132) (EC 2.4.1.257) (Asparagine-linked glycosylation protein 2 homolog) (GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase) (GDP-Man:Man(1)GlcNAc(2)-PP-dolichol mannosyltransferase) (GDP-Man:Man(2)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase)	ALG2 UNQ666/PRO1298	Homo sapiens (Human)	416
hsa:635	Q93088	reviewed	BHMT1_HUMAN	Betaine--homocysteine S-methyltransferase 1 (EC 2.1.1.5)	BHMT	Homo sapiens (Human)	406
hsa:635	V9HWA4	unreviewed	V9HWA4_HUMAN	Betaine-homocysteine methyltransferase, isoform CRA_a (Epididymis secretory sperm binding protein Li 61p)	HEL-S-61p BHMT hCG_2039815	Homo sapiens (Human)	406
mmu:12763	Q61419	reviewed	CMAH_MOUSE	Cytidine monophosphate-N-acetylneuraminic acid hydroxylase (CMP-N-acetylneuraminic acid hydroxylase) (EC 1.14.18.2) (CMP-N-acetylneuraminate monooxygenase) (CMP-Neu5Ac hydroxylase) (CMP-NeuAc hydroxylase)	Cmah	Mus musculus (Mouse)	577
hsa:1001	P22223	reviewed	CADH3_HUMAN	Cadherin-3 (Placental cadherin) (P-cadherin)	CDH3 CDHP	Homo sapiens (Human)	829
pfu:PF0971	Q51799	reviewed	PORC_PYRFU	Pyruvate/ketoisovalerate oxidoreductases common subunit gamma [Includes: Pyruvate synthase subunit PorC (EC 1.2.7.1) (Pyruvate oxidoreductase gamma chain) (POR) (Pyruvic-ferredoxin oxidoreductase subunit gamma); Ketoisovalerate oxidoreductase subunit VorC (VOR) (EC 1.2.7.7) (2-oxoisovalerate ferredoxin reductase subunit gamma) (2-oxoisovalerate oxidoreductase gamma chain)]	porG PF0971	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	185
hsa:390260	Q8NH79	reviewed	OR6X1_HUMAN	Olfactory receptor 6X1 (Olfactory receptor OR11-270)	OR6X1	Homo sapiens (Human)	312
hsa:390260	A0A126GVM0	unreviewed	A0A126GVM0_HUMAN	Olfactory receptor	OR6X1	Homo sapiens (Human)	312
hsa:119682	Q8NGJ5	reviewed	O51L1_HUMAN	Olfactory receptor 51L1 (Olfactory receptor OR11-31)	OR51L1	Homo sapiens (Human)	315
hsa:119682	A0A126GVJ8	unreviewed	A0A126GVJ8_HUMAN	Olfactory receptor	OR51L1	Homo sapiens (Human)	315
cje:Cj1121c	Q0P9D3	reviewed	PGLE_CAMJE	UDP-N-acetylbacillosamine transaminase (EC 2.6.1.34) (Protein glycosylation pathway protein E) (UDP-4-amino-4,6-dideoxy-N-acetyl-alpha-D-glucosamine transaminase) (UDP-4-keto-6-deoxy-GlcNAc C4 aminotransferase)	pglE Cj1121c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	386
hsa:113091	Q96A98	reviewed	TIP39_HUMAN	Tuberoinfundibular peptide of 39 residues (TIP39) (Parathyroid hormone 2)	PTH2 TIP39 TIPF39	Homo sapiens (Human)	100
hsa:22879	Q7L1V2	reviewed	MON1B_HUMAN	Vacuolar fusion protein MON1 homolog B (HSV-1 stimulation-related gene 1 protein) (HSV-I stimulating-related protein)	MON1B HSRG1 KIAA0872 SAND2	Homo sapiens (Human)	547
hsa:22879	Q6ZR87	unreviewed	Q6ZR87_HUMAN	Vacuolar fusion protein MON1 homolog		Homo sapiens (Human)	427
hsa:64211	Q9H2C1	reviewed	LHX5_HUMAN	LIM/homeobox protein Lhx5 (LIM homeobox protein 5)	LHX5	Homo sapiens (Human)	402
sce:YMR015C	P54781	reviewed	ERG5_YEAST	C-22 sterol desaturase ERG5 (EC 1.14.19.41) (Cytochrome P450 61) (Ergosterol biosynthetic protein 5)	ERG5 CYP61 YMR015C YM9711.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	538
hsa:3251	P00492	reviewed	HPRT_HUMAN	Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8)	HPRT1 HPRT	Homo sapiens (Human)	218
hsa:3251	A0A140VJL3	unreviewed	A0A140VJL3_HUMAN	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)	HPRT1	Homo sapiens (Human)	218
hsa:200909	Q70Z44	reviewed	5HT3D_HUMAN	5-hydroxytryptamine receptor 3D (5-HT3-D) (5-HT3D) (Serotonin receptor 3D)	HTR3D	Homo sapiens (Human)	454
eco:b0826	P12282	reviewed	MOEB_ECOLI	Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80) (MoaD protein adenylase) (Molybdopterin-converting factor subunit 1 adenylase) (Sulfur carrier protein MoaD adenylyltransferase)	moeB chlN b0826 JW0810	Escherichia coli (strain K12)	249
hsa:219487	Q96RB7	reviewed	OR5MB_HUMAN	Olfactory receptor 5M11	OR5M11	Homo sapiens (Human)	305
hsa:219487	A0A126GVL9	unreviewed	A0A126GVL9_HUMAN	Olfactory receptor	OR5M11	Homo sapiens (Human)	305
hsa:10488	O43889	reviewed	CREB3_HUMAN	Cyclic AMP-responsive element-binding protein 3 (CREB-3) (cAMP-responsive element-binding protein 3) (Leucine zipper protein) (Luman) (Transcription factor LZIP-alpha) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3 (N-terminal Luman) (Transcriptionally active form)]	CREB3 LZIP	Homo sapiens (Human)	371
ag:AEP25495	G4WJD3	reviewed	COLC_YERPU	GDP-L-colitose synthase (EC 1.1.1.356)	colC colB fcl	Yersinia pseudotuberculosis	308
ath:AT4G25840	F4JTE7	reviewed	GPP1_ARATH	(DL)-glycerol-3-phosphatase 1, mitochondrial (EC 3.1.3.21) (5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase) (AtGpp1/PyrP3) (EC 3.1.3.104) (5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione 5'-phosphate phosphatase) (ARPP phosphatase) (Glycerol-1-phosphatase 1) (AtGPP1) (Haloacid dehalogenase-like hydrolase domain-containing protein GPP1)	GPP1 PYRP3 At4g25840 F14M19.120	Arabidopsis thaliana (Mouse-ear cress)	298
hsa:51513	Q9Y603	reviewed	ETV7_HUMAN	Transcription factor ETV7 (ETS translocation variant 7) (ETS-related protein Tel2) (Tel-related Ets factor) (Transcription factor Tel-2)	ETV7 TEL2 TELB TREF	Homo sapiens (Human)	341
hsa:4025	P22079	reviewed	PERL_HUMAN	Lactoperoxidase (LPO) (EC 1.11.1.7) (Salivary peroxidase) (SPO)	LPO SAPX	Homo sapiens (Human)	712
hsa:661	P05423	reviewed	RPC4_HUMAN	DNA-directed RNA polymerase III subunit RPC4 (RNA polymerase III subunit C4) (DNA-directed RNA polymerase III subunit D) (Protein BN51) (RNA polymerase III 47 kDa subunit) (RPC53 homolog)	POLR3D BN51 BN51T	Homo sapiens (Human)	398
hsa:6361	Q92583	reviewed	CCL17_HUMAN	C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	CCL17 SCYA17 TARC	Homo sapiens (Human)	94
eco:b0391	P0C037	reviewed	PPNP_ECOLI	Pyrimidine/purine nucleoside phosphorylase (EC 2.4.2.1) (EC 2.4.2.2) (Adenosine phosphorylase) (Cytidine phosphorylase) (Guanosine phosphorylase) (Inosine phosphorylase) (Thymidine phosphorylase) (Uridine phosphorylase) (Xanthosine phosphorylase)	ppnP yaiE b0391 JW0382	Escherichia coli (strain K12)	94
hsa:6626	P09012	reviewed	SNRPA_HUMAN	U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A)	SNRPA	Homo sapiens (Human)	282
hsa:2529	Q11130	reviewed	FUT7_HUMAN	Alpha-(1,3)-fucosyltransferase 7 (EC 2.4.1.-) (Fucosyltransferase 7) (Fucosyltransferase VII) (Fuc-TVII) (FucT-VII) (Galactoside 3-L-fucosyltransferase) (Selectin ligand synthase)	FUT7	Homo sapiens (Human)	342
hsa:9348	O95803	reviewed	NDST3_HUMAN	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3 (Glucosaminyl N-deacetylase/N-sulfotransferase 3) (NDST-3) (hNDST-3) (N-heparan sulfate sulfotransferase 3) (N-HSST 3) [Includes: Heparan sulfate N-deacetylase NDST3 (EC 3.-.-.-); [heparan sulfate]-glucosamine N-sulfotransferase NDST3 (EC 2.8.2.8)]	NDST3 HSST3 UNQ2544/PRO4998	Homo sapiens (Human)	873
hsa:5158	P35913	reviewed	PDE6B_HUMAN	Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta (GMP-PDE beta) (EC 3.1.4.35)	PDE6B PDEB	Homo sapiens (Human)	854
hsa:3231	Q9GZZ0	reviewed	HXD1_HUMAN	Homeobox protein Hox-D1 (Homeobox protein Hox-GG)	HOXD1 HOX4 HOX4G	Homo sapiens (Human)	328
hsa:3231	Q96CA4	unreviewed	Q96CA4_HUMAN	Homeobox D1	HOXD1	Homo sapiens (Human)	328
hsa:6916	P24557	reviewed	THAS_HUMAN	Thromboxane-A synthase (TXA synthase) (TXS) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	TBXAS1 CYP5 CYP5A1 TXAS	Homo sapiens (Human)	533
hsa:6916	Q53F23	unreviewed	Q53F23_HUMAN	HCG14925, isoform CRA_a (Thromboxane A synthase 1 (Platelet, cytochrome P450, family 5, subfamily A) isoform TXS-I variant)	hCG_14925	Homo sapiens (Human)	534
ag:AAF87202	Q9KJ22	reviewed	GSMT_HALHR	Glycine/sarcosine N-methyltransferase (GSMT) (EC 2.1.1.156)		Halorhodospira halochloris (Ectothiorhodospira halochloris)	268
hsa:7755	O95201	reviewed	RHIT_HUMAN	Transcriptional repressor RHIT (Repressor of heat-inducible transcription) (RhitH) (Zinc finger protein 205) (Zinc finger protein 210)	ZNF205 RHIT ZNF210	Homo sapiens (Human)	554
hsa:2956	P52701	reviewed	MSH6_HUMAN	DNA mismatch repair protein Msh6 (hMSH6) (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160)	MSH6 GTBP	Homo sapiens (Human)	1360
hsa:2956	Q3SWU9	unreviewed	Q3SWU9_HUMAN	MSH6 protein	MSH6	Homo sapiens (Human)	252
hsa:9365	Q9UEF7	reviewed	KLOT_HUMAN	Klotho (EC 3.2.1.31) [Cleaved into: Klotho peptide]	KL	Homo sapiens (Human)	1012
ag:CAD47941	Q93NG6	reviewed	DHPON_PAENI	2,6-dihydropseudooxynicotine hydrolase (EC 3.7.1.19)		Paenarthrobacter nicotinovorans (Arthrobacter nicotinovorans)	367
hsa:57132	Q7LBR1	reviewed	CHM1B_HUMAN	Charged multivesicular body protein 1b (CHMP1.5) (Chromatin-modifying protein 1b) (CHMP1b) (Vacuolar protein sorting-associated protein 46-2) (Vps46-2) (hVps46-2)	CHMP1B C18orf2	Homo sapiens (Human)	199
